verbs,words,metric
"[{'verb': 'баринга', 'description': {'V': 'баринга', 'Arg(агенс)': 'ягъни', 'Arg(эталон)': 'ягъни', 'Arg(говорящий)': 'ул,', 'Arg(пациенс перемещения)': 'һәм', 'Arg(стимул)': 'авышып,'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс перемещения)', 'O', 'O', 'Arg(стимул)', 'V', 'O']}]","['Алар', 'кебек', 'үк', 'эшләсеннәр,', 'ягъни', 'сез', 'теләгәнчә', 'эшлисез,–', 'диде', 'ул,', 'күзләре', 'белән', 'генә', 'көлеп,', 'кулларын', 'кесәләренә', 'куеп', 'һәм', 'башларын', 'кырыйга', 'авышып,', 'баринга', 'карады']",0.86
"[{'verb': 'барлыкка', 'description': {'V': 'барлыкка'}, 'tags': ['V', 'O', 'O', 'O', 'V', 'O', 'V', 'O', 'O']}]","['-', 'Бернәрсә', 'дә,', 'судья,', 'барлыкка', 'килә,', '-', 'диде', 'Матвей']",0.5
"[{'verb': '', 'description': {'Arg(начальная точка)': 'нянюшканың'}, 'tags': ['O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Бу', 'ачык,', '-', 'диде', 'хатын-кызның', 'каты', 'һәм', 'ягымлы', 'тавышы,', 'һәм', 'Матрена', 'Филимоновнаның,', 'нянюшканың', 'катгый', 'йөзе', 'ишек', 'төбеннән', 'чыкты']",0.2
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'моны'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Степан', 'Аркадьич', 'хатыны', 'алдында', 'гаепле', 'булса', 'да', 'һәм', 'моны', 'үзе', 'сизсә', 'дә,', 'өйдәге', 'һәркем', 'диярлек,', 'хәтта', 'Дарья', 'Александровнаның', 'төп', 'дусты,', 'аның', 'ягында', 'иде']",0.5
"[{'verb': 'тагын', 'description': {'V': 'тагын'}, 'tags': ['V', 'O', 'O', 'O', 'V', 'O']}]","['-', 'Сез', 'барасыз,', 'хөкемдар,', 'тагын', 'буйсынасыз']",0.25
"[{'verb': 'навынтаратлар', 'description': {'V': 'навынтаратлар', 'Arg(место)': 'да,', 'Arg(тема)': 'навынтаратлар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(место)', 'V', 'O', 'O', 'O', 'O', 'O']}]","['Бик', 'нык', 'җәфаланалар,', 'кызгану', 'карарга', 'да,', 'навынтаратлар', 'Йортындагы', 'бар', 'нәрсә', 'дә', 'китте']",1.0
"[{'verb': '', 'description': {'Arg(говорящий)': 'итте', 'Arg(агенс)': 'итте'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'Arg(говорящий)', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['–', 'Әйдә,', 'шулай', 'киеник,', '-', 'дип', 'мөрәҗәгать', 'итте', 'ул', 'Матвейга', 'һәм', 'тәвәккәллек', 'белән', 'халатны', 'ташлады']",0.4
"[{'verb': 'гәүдәсен', 'description': {'V': 'гәүдәсен'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O']}]","['Матвей', 'инде', 'күзгә', 'күренми', 'торган,', 'шома', 'әзерләнгән', 'күлмәкне', 'шакып,', 'аңа', 'баринның', 'ялкынлы', 'гәүдәсен', 'кигән']",0.33
"[{'verb': 'һәрберсендә', 'description': {'V': 'һәрберсендә', 'Arg(пациенс)': 'һәм', 'Arg(пациенс перемещения)': 'җиңнәрен', 'Arg(признак)': 'үзен', 'Arg(эталон)': 'охшатып'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс перемещения)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'Arg(признак)', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'Arg(эталон)', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O']}, {'verb': 'һәм', 'description': {'V': 'һәм', 'Arg(тема)': 'хатлар'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'Arg(тема)', 'V', 'O', 'O', 'O']}]","['III', 'тапкыр', 'килүенә', 'карамастан,', 'Степан', 'Аркадьич', 'үзенә', 'рухлар', 'тагып,', 'күлмәкнең', 'җиңнәрен', 'сузды,', 'таныш', 'хәрәкәт', 'белән', 'кесә', 'буйлап', 'папироса,', 'бумажник,', 'шырпы,', 'ике', 'чылбыр', 'һәм', 'брелоклы', 'сәгатьләр', 'таратты', 'һәм', 'яулыкны', 'селкетте,', 'үзен', 'чиста,', 'хуш', 'исле,', 'сәламәт', 'һәм', 'физик', 'яктан', 'күңелле', 'хис', 'итте,', 'бәхетсезлегенә', 'карамастан,', 'һәрберсендә', 'бераз', 'охшатып', 'чыкты', 'аның', 'Кофе', 'һәм', 'кофе', 'белән', 'янәшәдә,', 'хатлар', 'һәм', 'кәгазьләр', 'көткән', 'ашханәгә']",0.92
"[{'verb': 'сатып', 'description': {'V': 'сатып', 'Arg(пациенс)': 'милегендә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'V', 'O', 'O']}]","['Берсе', 'бик', 'күңелсез', 'иде', '–', 'хатыны', 'милегендә', 'урман', 'сатып', 'алган', 'сәүдәгәрдән']",0.67
"[{'verb': 'алмады', 'description': {'V': 'алмады', 'Arg(контрагент социального отношения)': 'хатыны', 'Arg(тема)': 'сөйләшү'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(контрагент социального отношения)', 'O', 'O', 'Arg(тема)', 'O', 'O', 'V']}]","['Бу', 'урманны', 'сатырга', 'кирәк', 'иде;', 'ләкин', 'хәзер,', 'хатыны', 'белән', 'татулашканчы,', 'сөйләшү', 'турында', 'була', 'алмады']",1.0
"[{'verb': '', 'description': {'Arg(тема)': 'эшенә', 'Arg(результат)': 'татулашу'}, 'tags': ['O', 'O', 'O', 'O', 'Arg(результат)', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O']}]","['Монда', 'аның', 'хатыны', 'белән', 'татулашу', 'эшенә', 'акча', 'белән', 'кызыксынуы', 'күңелсезрәк', 'иде']",0.67
"[{'verb': '', 'description': {'Arg(субъект ментального состояния)': 'ул', 'Arg(агенс)': 'ул', 'Arg(содержание мысли)': 'татулашу', 'Arg(пациенс)': 'урманны', 'Arg(субъект психологического состояния)': 'ул'}, 'tags': ['O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O']}]","['Неәм', 'ул', 'бу', 'кызыксыну', 'белән', 'идарә', 'итә', 'ала,', 'ул', 'бу', 'урманны', 'сату', 'өчен', 'хатыны', 'белән', 'татулашу', 'эзләячәк', 'дигән', 'уй', 'аны', 'рәнҗетте']",0.71
"[{'verb': '', 'description': {'Arg(начальная точка)': 'кәгазьләр', 'Arg(агенс)': 'ул', 'Arg(тема)': 'эшне', 'Arg(содержание действия)': 'кофега'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(начальная точка)', 'O', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'Arg(агенс)', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Хатларны', 'тәмамлап,', 'Степан', 'Аркадьич', 'барлыгыннан', 'кәгазьләр', 'китереп,', 'ике', 'эшне', 'тиз', 'арада', 'әйләндереп', 'алды,', 'зур', 'карандаш', 'белән', 'берничә', 'билге', 'куйды', 'һәм,', 'эшләрне', 'артка', 'этәреп,', 'кофега', 'кереште;', 'Кофе', 'артыннан', 'ул', 'тагын', 'иртәнге', 'газетаны', 'чыгарып', 'укый', 'башлады']",0.67
"[{'verb': '', 'description': {'Arg(стимул)': 'газета'}, 'tags': ['O', 'O', 'O', 'Arg(стимул)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Степан', 'Аркадиич', 'либераль', 'газета', 'алды', 'һәм', 'укыды,', 'экстремаль', 'түгел,', 'ләкин', 'күпчелек', 'тоткан', 'юнәлеш']",0.25
"[{'verb': 'алдаганда', 'description': {'V': 'алдаганда', 'Arg(эталон)': 'тә,', 'Arg(субъект ментального состояния)': 'аны', 'Arg(агенс)': 'аны'}, 'tags': ['O', 'O', 'O', 'Arg(эталон)', 'O', 'Arg(эталон)', 'Arg(субъект ментального состояния)', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Фән', 'дә,', 'сәнгать', 'тә,', 'сәясәт', 'тә', 'аны', 'кызыксындырмаса', 'да,', 'ул', 'күпчелек', 'һәм', 'аның', 'газетасы', 'тоткан', 'бу', 'әйберләргә', 'нык', 'тотынды,', 'һәм', 'аларны', 'күпчелек', 'алдаганда', 'гына', 'үзгәртте,', 'яисә', 'яхшырак,', 'алдамады,', 'һәм', 'алар', 'үзләре', 'дә', 'сизелмичә', 'үзгәрделәр']",0.67
"[{'verb': 'сюртук', 'description': {'V': 'сюртук', 'Arg(субъект ментального состояния)': 'һәм', 'Arg(содержание мысли)': 'ә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Степан', 'Аркадьич', 'юнәлешләрне', 'дә,', 'карашларны', 'да', 'сайламады,', 'ә', 'бу', 'юнәлешләр', 'һәм', 'карашлар', 'аның', 'янына,', 'шляпа', 'яки', 'сюртук', 'формаларын', 'сайламаган', 'кебек,', 'үзләре', 'дә', 'килә', 'иде']",1.0
"[{'verb': '', 'description': {'Arg(содержание мысли)': 'булса,', 'Arg(субъект психологического состояния)': 'булса,', 'Arg(субъект ментального состояния)': 'булса,', 'Arg(признак)': 'бу'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'Arg(содержание мысли)', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Әгәр', 'дә', 'аның', 'консерватив', 'либераль', 'юнәлешне', 'өстен', 'күрүенең', 'сәбәбе', 'булса,', 'аның', 'түгәрәгенең', 'күбесе', 'дә', 'тотылган', 'булса,', 'бу', 'либераль', 'юнәлешне', 'акыллырак', 'табудан', 'түгел,', 'ә', 'аның', 'яшәү', 'рәвешенә', 'якынлашканга']",0.67
"[{'verb': 'ә', 'description': {'V': 'ә', 'Arg(пациенс)': 'һәм,'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O']}]","['Либераль', 'партия', 'Россиядә', 'барысы', 'да', 'начар,', 'һәм,', 'чыннан', 'да,', 'Степан', 'Аркадьичның', 'бурычлары', 'күп', 'иде,', 'ә', 'акча', 'җитмәде,', 'ди']",0.67
"[{'verb': '', 'description': {'Arg(субъект психологического состояния)': 'һәм', 'Arg(содержание мысли)': 'табигатенә'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'Arg(субъект психологического состояния)', 'Arg(содержание мысли)', 'O', 'O', 'O', 'O', 'O']}]","['Либераль', 'партия', 'никахны', 'кире', 'кайтару', 'һәм', 'аны', 'яңадан', 'торгызырга', 'кирәклеген', 'әйтте,', 'һәм', 'чыннан', 'да,', 'Степан', 'Аркадиичка', 'гаилә', 'тормышы', 'аз', 'ләззәт', 'бирде', 'һәм', 'аны', 'ялганларга', 'һәм', 'табигатенә', 'җирәнгеч', 'дип', 'күрсәтергә', 'мәҗбүр', 'итте']",0.4
"[{'verb': 'һәм', 'description': {'V': 'һәм', 'Arg(пациенс)': 'генә', 'Arg(содержание мысли)': 'дигән'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(пациенс)', 'Arg(содержание мысли)', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O']}]","['Либераль', 'партия', 'халыкның', 'варвар', 'өлеше', 'өчен', 'дин', 'генә', 'дигән', 'сүз', 'иде,', 'һәм', 'чыннан', 'да,', 'Степан', 'Аркадьич', 'аякларын', 'авырттырмыйча,', 'хәтта', 'кыска', 'гына', 'дога', 'кылып', 'та', 'түзә', 'алмады', 'һәм', 'яшәргә', 'бик', 'күңелле', 'булганда', 'яктылык', 'турында', 'бу', 'коточкыч', 'һәм', 'биек', 'образлы', 'сүзләрне', 'аңлый', 'алмады']",0.75
"[{'verb': '', 'description': {'Arg(причина)': 'нәсел', 'Arg(субъект психологического состояния)': 'кешене', 'Arg(эталон)': 'туктап,', 'Arg(содержание действия)': 'баш'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'O', 'O', 'O', 'O', 'Arg(эталон)', 'O', 'Arg(причина)', 'O', 'O', 'O', 'Arg(содержание действия)', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Шуның', 'белән', 'бергә,', 'көлкеле', 'шаяртуны', 'яраткан', 'Степан', 'Аркадьичка', 'кайчакта', 'басынкы', 'кешене', 'токым', 'белән', 'горурлансаң,', 'Рюрикада', 'туктап,', 'беренче', 'нәсел', 'башлыгыннан', '–', 'маймылдан', 'баш', 'тартмаска', 'кирәк', 'дип', 'аптырату', 'рәхәт', 'иде']",0.8
"[{'verb': 'кебек', 'description': {'V': 'кебек', 'Arg(субъект психологического состояния)': 'һәм', 'Arg(эталон)': 'ул'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект психологического состояния)', 'Arg(эталон)', 'O', 'O', 'O', 'O', 'O', 'V', 'O', 'O', 'O', 'O', 'O', 'O']}]","['Шулай', 'итеп,', 'либераль', 'юнәлеш', 'Степан', 'Аркадиич', 'гадәтенә', 'керде,', 'һәм', 'ул', 'газетасын', 'төшке', 'аштан', 'соң', 'тәмәке', 'кебек', 'яратты,', 'аның', 'башында', 'җиңел', 'томан', 'өчен']",0.6
"[{'verb': '', 'description': {'Arg(эффектор)': 'радикализм', 'Arg(агенс)': 'радикализм', 'Arg(результат)': 'чаралар', 'Arg(субъект ментального состояния)': 'уйлавыбызча,', 'Arg(цель)': 'алга', 'Arg(эталон)': 'гидраны', 'Arg(тема)': 'революцион'}, 'tags': ['O', 'O', 'O', 'O', 'O', 'Arg(эффектор)', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(тема)', 'Arg(эталон)', 'O', 'O', 'Arg(результат)', 'O', 'O', 'O', 'O', 'O', 'O', 'Arg(субъект ментального состояния)', 'O', 'Arg(тема)', 'O', 'O', 'O', 'O', 'O', 'Arg(цель)', 'O', 'O', 'O']}]","['Ул', 'җитәкче', 'мәкаләне', 'укыды,', 'анда', 'радикализм', 'барлык', 'консерватив', 'элементларны', 'үзләштерергә', 'куркыткан', 'һәм', 'хөкүмәт', 'революцион', 'гидраны', 'бастыру', 'өчен', 'чаралар', 'күрергә', 'тиеш', 'дип', 'аңлатылды,', 'киресенчә,', '«безнең', 'уйлавыбызча,', 'куркыныч', 'революцион', 'гидрада', 'түгел,', 'ә', 'туктаусыз', 'традициядә', 'алга', 'китеш»,', 'һәм', 'т']",0.7
